,Genome ID,Organism code,Organism name,Assembly
5250,T05056,arq,Arthrobacter sp. QXT-31,GCA_001969265.1
5251,T05171,arn,Arthrobacter sp. YN,GCA_002224285.1
5252,T05201,arx,Arthrobacter sp. ZXY-2,GCA_001854365.1
5253,T05322,acry,Arthrobacter crystallopoietes,GCA_002849715.1
5254,T05450,arth,Arthrobacter sp. PGP41,GCA_002953935.1
5255,T06052,artp,Arthrobacter sp. PAMC25564,GCA_004798705.1
5256,T06606,acit,Arthrobacter citreus,GCA_013200995.1
5257,T07056,aagi,Arthrobacter agilis,GCA_900631605.1
5258,T03775,ari,Psychromicrobium lacuslunae,GCA_000950575.1
5259,T00447,aau,Paenarthrobacter aurescens,GCA_000014925.1
5260,T06726,pue,Paenarthrobacter ureafaciens,GCA_014076395.1
5261,T00834,ach,Pseudarthrobacter chlorophenolicus,GCA_000022025.1
5262,T01435,apn,Pseudarthrobacter phenanthrenivorans,GCA_000189535.1
5263,T04210,psul,Pseudarthrobacter sulfonivorans,GCA_001484605.1
5264,T06121,psni,Pseudarthrobacter sp. NIBRBAC000502771,GCA_006517215.1
5265,T06403,psey,Pseudarthrobacter psychrotolerans,GCA_009911795.1
5266,T01320,aai,Glutamicibacter arilaitensis,GCA_000197735.1
5267,T04229,gar,Glutamicibacter halophytocola,GCA_001302565.1
5268,T05997,gcr,Glutamicibacter creatinolyticus,GCA_006094275.1
5269,T06225,glu,Glutamicibacter sp. ZJUTW,GCA_008370855.1
5270,T07442,gpr,Glutamicibacter protophormiae,GCA_016894325.1
5271,T00641,rsa,Renibacterium salmoninarum,GCA_000018885.1
5272,T00701,krh,Kocuria rhizophila,GCA_000010285.1
5273,T04045,kpl,Kocuria palustris,GCA_001275345.1
5274,T04206,kfv,Kocuria flava,GCA_001482365.1
5275,T05866,kii,Kocuria indica,GCA_004328535.1
5276,T06074,krs,Kocuria rosea,GCA_006094695.1
5277,T06521,kod,Kocuria sp. KD4,GCA_011769905.1
5278,T06882,kvr,Kocuria varians,GCA_002250745.2
5279,T00918,mlu,Micrococcus luteus,GCA_000023205.1
5280,T06141,mick,Micrococcus sp. KBS0714,GCA_002008305.4
5281,T01144,rmu,Rothia mucilaginosa,GCA_000011025.1
5282,T01343,rdn,Rothia dentocariosa,GCA_000164695.2
5283,T05268,raj,Rothia aeria,GCA_002355935.1
5284,T06818,rter,Rothia terrae,GCA_014705925.2
5285,T06930,rama,Rothia amarae,GCA_014705945.2
5286,T06977,rkr,Rothia kristinae,GCA_016028855.1
5287,T04286,satk,Sinomonas atrocyanea,GCA_001577305.1
5288,T04559,nae,Neomicrococcus aestuarii,GCA_001887245.1
5289,T05590,aul,Auritidibacter sp. NML130574,GCA_003185725.2
5290,T05972,cig,Citricoccus sp. SGAir0253,GCA_005877055.1
5291,T07362,paey,Paeniglutamicibacter sp. Y32M11,GCA_019285735.1
5292,T00893,bcv,Beutenbergia cavernae,GCA_000023105.1
5293,T00965,bfa,Brachybacterium faecium,GCA_000023405.1
5294,T04713,brx,Brachybacterium sp. P6-10-X1,GCA_001969445.1
5295,T04950,brv,Brachybacterium avium,GCA_002216795.1
5296,T05099,bgg,Brachybacterium ginsengisoli,GCA_002407065.1
5297,T05108,brz,Brachybacterium vulturis,GCA_002407185.1
5298,T05573,bsau,Brachybacterium saurashtrense,GCA_003355475.1
5299,T06008,brr,Brachybacterium sp. SGAir0954,GCA_005490785.1
5300,T04434,dva,Dermabacter vaginalis,GCA_001678905.1
5301,T06191,djj,Dermabacter jinjuensis,GCA_002443115.1
5302,T00972,jde,Jonesia denitrificans,GCA_000024065.1
5303,T00974,kse,Kytococcus sedentarius,GCA_000023925.1
5304,T03223,dni,Dermacoccus nishinomiyaensis,GCA_000725405.1
5305,T06197,day,Dermacoccus abyssi,GCA_008118325.1
5306,T04024,lmoi,Luteipulveratus mongoliensis,GCA_001190945.1
5307,T07124,yim,Yimella sp. cx-51,GCA_017654605.1
5308,T07800,alx,Allobranchiibius sp. GilTou73,GCA_021391335.1
5309,T01135,xce,Xylanimonas cellulosilytica,GCA_000024965.1
5310,T05814,xyl,Xylanimonas allomyrinae,GCA_004135345.1
5311,T01520,iva,Isoptericola variabilis,GCA_000215105.1
5312,T04384,ido,Isoptericola dokdonensis,GCA_001636295.1
5313,T04804,cet,Cellulosimicrobium sp. TH-20,GCA_002105775.1
5314,T04858,cceu,Cellulosimicrobium cellulans,GCA_002162335.1
5315,T05815,xya,Xylanimicrobium sp. FW10M-9,GCA_004135385.1
5316,T01214,ske,Sanguibacter keddieii,GCA_000024925.1
5317,T06485,sanw,Sanguibacter sp. HDW7,GCA_011300875.1
5318,T01230,cfl,Cellulomonas flavigena,GCA_000092865.1
5319,T01490,cfi,Cellulomonas fimi,GCA_000212695.1
5320,T01537,cga,Cellulomonas gilvus,GCA_000218545.1
5321,T04985,cez,Cellulomonas sp. PSBB021,GCA_002240455.1
5322,T05988,celz,Cellulomonas shaoxiangyii,GCA_004798685.1
5323,T06322,cej,Cellulomonas sp. JZ18,GCA_009720485.1
5324,T06411,celh,Cellulomonas sp. H30R-01,GCA_010119915.1
5325,T07886,cira,Cellulomonas iranensis,GCA_020412445.1
5326,T06124,oek,Oerskovia sp. KBS0722,GCA_005937995.2
5327,T06271,psei,Pseudactinotalea sp. HY158,GCA_009660225.1
5328,T01385,ica,Intrasporangium calvum,GCA_000184685.1
5329,T04014,ars,Arsenicicoccus sp. oral taxon 190,GCA_001189535.1
5330,T04569,jte,Janibacter indicus,GCA_001889125.1
5331,T05853,jli,Janibacter limosus,GCA_004295485.1
5332,T06451,jme,Janibacter melonis,GCA_003721155.4
5333,T06295,teh,Tetrasphaera sp. HKS02,GCA_009707485.1
5334,T06484,phw,Phycicoccus sp. HDW14,GCA_011383005.1
5335,T06776,pei,Phycicoccus endophyticus,GCA_014395645.1
5336,T04436,serj,Serinicoccus hydrothermalis,GCA_001685415.1
5337,T06221,serw,Ornithinimicrobium pratense,GCA_008843165.1
5338,T05559,orn,Ornithinimicrobium avium,GCA_003351765.1
5339,T06094,orz,Ornithinimicrobium ciconiae,GCA_007197575.1
5340,T04319,bly,Brevibacterium linens BS258,GCA_001606005.1
5341,T04775,blin,Brevibacterium aurantiacum,GCA_001729525.1
5342,T05958,bri,Brevibacterium sp. CS2,GCA_005280295.1
5343,T06487,blut,Brevibacterium luteolum,GCA_011462075.1
5344,T06973,bcau,Brevibacterium casei,GCA_016027415.1
5345,T05038,dco,Dermatophilus congolensis,GCA_900187045.1
5346,T07017,aus,Austwickia sp. Fred_18-Q3-R57-64_BATAC.85v2,GCA_016699675.1
5347,T06026,gez,Georgenia wutianyii,GCA_006349365.1
5348,T07730,gyu,Georgenia yuyongxinii,GCA_006352065.1
5349,T06878,halt,Ruania alkalisoli,GCA_014960965.1
5350,T00188,pac,Cutibacterium acnes KPA171202,GCA_000008345.1
5351,T01215,pak,Cutibacterium acnes SK137,GCA_000025765.1
5352,T01654,pav,Cutibacterium acnes TypeIA2 P.acn17,GCA_000240035.1
5353,T01655,pax,Cutibacterium acnes TypeIA2 P.acn31,GCA_000240055.1
5354,T01656,paz,Cutibacterium acnes TypeIA2 P.acn33,GCA_000240015.1
5355,T01971,paw,Cutibacterium acnes 266,GCA_000213155.1
5356,T01972,pad,Cutibacterium acnes subsp. defendens ATCC 11828,GCA_000231215.1
5357,T02065,pcn,Cutibacterium acnes 6609,GCA_000217615.1
5358,T02330,pacc,Cutibacterium acnes C1,GCA_000302515.1
5359,T02638,pach,Cutibacterium acnes HL096PA1,GCA_000376705.1
5360,T03470,pacn,Cutibacterium acnes hdn-1,GCA_000709495.1
5361,T04624,cacn,Cutibacterium acnes KCOM 1861 (= ChDC B594),GCA_001281065.1
5362,T02632,pra,Cutibacterium avidum,GCA_000367205.1
5363,T04515,prl,Cutibacterium modestum,GCA_001717565.1
5364,T05425,cgrn,Cutibacterium granulosum,GCA_900186975.1
5365,T01252,pfr,Propionibacterium freudenreichii subsp. shermanii CIRM-BIA1,GCA_000091725.1
5366,T03860,pfre,Propionibacterium freudenreichii subsp. freudenreichii DSM 20271,GCA_000940845.1
5367,T05713,pacd,Propionibacterium acidifaciens,GCA_003798325.1
5368,T06637,paus,Propionibacterium australiense,GCA_900637915.1
5369,T02180,ppc,Pseudopropionibacterium propionicum,GCA_000277715.1
5370,T07339,arub,Arachnia rubra,GCA_018128325.1
5371,T02345,pbo,Acidipropionibacterium acidipropionici ATCC 4875,GCA_000310065.1
5372,T04523,aaci,Acidipropionibacterium acidipropionici CGMCC 1.2230,GCA_001441165.1
5373,T05538,acij,Acidipropionibacterium virtanenii,GCA_003325455.1
5374,T05836,aji,Acidipropionibacterium jensenii,GCA_004011055.1
5375,T01535,mph,Microlunatus phosphovorus,GCA_000270245.1
5376,T06101,mik,Microlunatus elymi,GCA_007362775.1
5377,T06297,micg,Microlunatus sp. Gsoil 973,GCA_009707365.1
5378,T04688,tfl,Tessaracoccus flavus,GCA_001997295.1
5379,T04703,tfa,Tessaracoccus flavescens,GCA_001998865.1
5380,T04732,tes,Tessaracoccus aquimaris,GCA_001997345.1
5381,T04747,tez,Tessaracoccus sp. T2.5-30,GCA_002022225.1
5382,T06774,tdf,Tessaracoccus defluvii,GCA_014489575.1
5383,T06975,tla,Tessaracoccus lapidicaptus,GCA_900659885.1
5384,T06259,rain,Raineyella sp. CBA3103,GCA_009646095.1
5385,T06483,prv,Brevilactibacter coleopterorum,GCA_011393335.1
5386,T07112,brt,Brevilactibacter sp. MC1595,GCA_017569205.1
5387,T00443,nca,Nocardioides sp. JS614,GCA_000015265.1
5388,T04431,ndk,Nocardioides dokdonensis,GCA_001653335.1
5389,T05931,noy,Nocardioides euryhalodurans,GCA_004564375.1
5390,T06163,noi,Nocardioides jishulii,GCA_006007965.1
5391,T06354,noo,Nocardioides sp. S-1144,GCA_005954645.2
5392,T05939,ndp,Nocardioides daphniae,GCA_004777465.1
5393,T06627,nsn,Nocardioides seonyuensis,GCA_004683965.1
5394,T06654,nbe,Nocardioides baekrokdamisoli,GCA_003945325.1
5395,T07000,nano,Nocardioides anomalus,GCA_011046535.1
5396,T07004,nmes,Nocardioides mesophilus,GCA_014395785.1
5397,T07236,naro,Nocardioides aromaticivorans,GCA_017309995.1
5398,T07459,npi,Nocardioides piscis,GCA_011300215.1
5399,T07580,naqu,Nocardioides aquaticus,GCA_018459925.1
5400,T07669,nro,Nocardioides rotundus,GCA_019931675.1
5401,T07822,noq,Nocardioides okcheonensis,GCA_020991065.1
5402,T03528,psim,Pimelobacter simplex,GCA_000785495.1
5403,T04236,aer,Aeromicrobium erythreum,GCA_001509405.1
5404,T05410,aez,Aeromicrobium chenweiae,GCA_003065605.1
5405,T05642,aeb,Aeromicrobium sp. A1-2,GCA_003443875.1
5406,T06272,aef,Aeromicrobium yanjiei,GCA_009649075.1
5407,T05338,mgg,Micropruina glycogenica,GCA_900289045.1
5408,T06740,muz,Mumia sp. ZJ1417,GCA_014127285.1
5409,T01155,kfl,Kribbella flavida,GCA_000024345.1
5410,T06749,kqi,Kribbella qitaiheensis,GCA_014217565.1
5411,T00265,tfu,Thermobifida fusca,GCA_000012405.1
5412,T01248,nda,Nocardiopsis dassonvillei,GCA_000092985.1
5413,T02218,nal,Nocardiopsis alba,GCA_000294515.1
5414,T05022,ngv,Nocardiopsis gilva,GCA_002263495.1
5415,T06721,nfe,Nocardiopsis flavescens,GCA_013364295.1
5416,T05863,strr,Streptomonospora sp. M2,GCA_004323735.1
5417,T07850,saiu,Spiractinospora alimapuensis,GCA_018437505.1
5418,T01127,tcu,Thermomonospora curvata,GCA_000024385.1
5419,T06213,actw,Actinomadura sp. WMMB 499,GCA_008824145.1
5420,T01137,sro,Streptosporangium roseum,GCA_000024865.1
5421,T04759,noa,Nonomuraea sp. ATCC 55076,GCA_002057455.1
5422,T06257,now,Nonomuraea nitratireducens,GCA_009497075.1
5423,T07466,ncx,Nonomuraea coxensis,GCA_019397265.1
5424,T07782,ngn,Nonomuraea gerenzanensis,GCA_020215645.1
5425,T01236,tbi,Thermobispora bispora,GCA_000092645.1
5426,T00320,fra,Frankia casuarinae,GCA_000013345.1
5427,T00608,fre,Frankia sp. EAN1pec,GCA_000018005.1
5428,T01354,fri,Frankia inefficax,GCA_000166135.1
5429,T00384,fal,Frankia alni,GCA_000058485.1
5430,T01530,fsy,Candidatus Frankia datiscae,GCA_000177615.2
5431,T00426,ace,Acidothermus cellulolyticus,GCA_000015025.1
5432,T00991,nml,Nakamurella multipartita,GCA_000024365.1
5433,T05729,nak,Nakamurella antarctica,GCA_003860405.1
5434,T01163,gob,Geodermatophilus obscurus,GCA_000025345.1
5435,T01752,bsd,Blastococcus saxobsidens,GCA_000284015.1
5436,T02167,mmar,Modestobacter marinus,GCA_000306785.1
5437,T00562,kra,Kineococcus radiotolerans,GCA_000017305.1
5438,T00492,sen,Saccharopolyspora erythraea,GCA_000062885.1
5439,T06538,sacg,Saccharopolyspora sp. ASAGF58,GCA_012277335.1
5440,T00980,svi,Saccharomonospora viridis,GCA_000023865.1
5441,T05928,sacc,Saccharomonospora xinjiangensis,GCA_004519465.1
5442,T01269,amd,Amycolatopsis mediterranei U32,GCA_000196835.1
5443,T01822,amn,Amycolatopsis mediterranei S699,GCA_000220945.1
5444,T02190,amm,Amycolatopsis mediterranei S699,GCA_000282715.1
5445,T02804,amz,Amycolatopsis mediterranei RB,GCA_000454025.1
5446,T02678,aoi,Amycolatopsis keratiniphila,GCA_000400635.2
5447,T03225,aja,Amycolatopsis japonica,GCA_000732925.1
5448,T03230,amq,Amycolatopsis methanolica,GCA_000739085.1
5449,T05278,amyc,Amycolatopsis sp. AA4,GCA_002796545.1
5450,T05296,amyb,Amycolatopsis sp. BJA-103,GCA_002849735.1
5451,T05547,aab,Amycolatopsis albispora,GCA_003312875.1
5452,T06270,amyy,Amycolatopsis sp. YIM 10,GCA_009429145.1
5453,T06703,aori,Amycolatopsis orientalis,GCA_000943515.2
5454,T01479,pdx,Pseudonocardia dioxanivorans,GCA_000196675.1
5455,T04051,psea,Pseudonocardia sp. AL041005-10,GCA_001294605.1
5456,T04054,psee,Pseudonocardia sp. EC080625-04,GCA_001294425.1
5457,T04082,pseh,Pseudonocardia sp. HH130629-09,GCA_001294645.1
5458,T04146,pseq,Pseudonocardia sp. EC080610-09,GCA_001420975.1
5459,T04234,pecq,Pseudonocardia sp EC080619-01,GCA_001420995.1
5460,T04486,phh,Pseudonocardia sp. HH130630-07,GCA_001698125.1
5461,T06156,paut,Pseudonocardia autotrophica,GCA_003945385.1
5462,T07210,pbro,Pseudonocardia broussonetiae,GCA_013155125.1
5463,T05092,apre,Actinosynnema pretiosum,GCA_002354875.1
5464,T00957,ami,Actinosynnema mirum,GCA_000023245.1
5465,T02404,sesp,Saccharothrix espanaensis,GCA_000328705.1
5466,T06258,ssyi,Saccharothrix syringae,GCA_009498035.1
5467,T03039,kal,Kutzneria albida,GCA_000525635.1
5468,T04088,kphy,Kibdelosporangium phytohabitans,GCA_001302585.1
5469,T04448,led,Lentzea guizhouensis,GCA_001701025.1
5470,T04472,ahm,Actinoalloteichus hymeniacidonis,GCA_001747425.1
5471,T04619,acti,Actinoalloteichus sp. GBA129-24,GCA_001941645.1
5472,T04639,acad,Actinoalloteichus fjordicus,GCA_001941625.1
5473,T04975,ahg,Actinoalloteichus hoggarensis,GCA_002234535.1
5474,T05306,acta,Actinoalloteichus sp. AHMU CJ021,GCA_002895405.1
5475,T04489,alo,Alloactinosynnema sp. L-07,GCA_900070365.1
5476,T04988,pmad,Prauserella marina,GCA_002240355.1
5477,T06288,sace,Allosaccharopolyspora coralli,GCA_009664835.1
5478,T00504,stp,Salinispora tropica,GCA_000016425.1
5479,T00613,saq,Salinispora arenicola,GCA_000018265.1
5480,T01296,mau,Micromonospora aurantiaca,GCA_000145235.1
5481,T01379,mil,Micromonospora sp. L5,GCA_000177655.2
5482,T05583,micb,Micromonospora sp. B006,GCA_003408515.1
5483,T05651,mtua,Micromonospora tulbaghiae,GCA_003612775.1
5484,T06145,mich,Micromonospora sp. HM134,GCA_007833915.1
5485,T06293,mtem,Micromonospora terminaliae,GCA_009671205.1
5486,T06722,mcab,Micromonospora carbonacea,GCA_013389765.1
5487,T06946,msag,Micromonospora sagamiensis,GCA_014680085.1
5488,T01471,vma,Micromonospora maris,GCA_000204155.1
5489,T06957,mcra,Micromonospora craniellae,GCA_014764405.1
5490,T02044,ase,Actinoplanes sp. SE50/110,GCA_000237145.1
5491,T01795,ams,Actinoplanes missouriensis,GCA_000284295.1
5492,T02655,actn,Actinoplanes sp. N902-109,GCA_000389965.1
5493,T02892,afs,Actinoplanes friuliensis,GCA_000494755.1
5494,T05392,acts,Actinoplanes sp. SE50,GCA_002717025.1
5495,T07429,aih,Actinoplanes ianthinogenes,GCA_018324205.1
5496,T05048,plk,Plantactinospora sp. KBS50,GCA_002285795.1
5497,T05377,plab,Plantactinospora sp. BC1,GCA_003030345.1
5498,T05391,plat,Plantactinospora sp. BB1,GCA_003030385.1
5499,T06516,pfla,Phytohabitans flavus,GCA_011764545.1
5500,T06545,psuu,Phytohabitans suffuscus,GCA_011764565.1
5501,T06958,ver,Verrucosispora sp. NA02020,GCA_013364215.1
5502,T07045,atl,Actinocatenispora thailandica,GCA_016865425.1
5503,T07446,aser,Actinocatenispora sera,GCA_018324685.1
5504,T07190,pry,Polymorphospora rubra,GCA_018324255.1
5505,T07191,cati,Catellatospora sp. IY07-71,GCA_018326265.1
5506,T07478,dvc,Dactylosporangium vinaceum,GCA_019904175.1
5507,T00967,cai,Catenulispora acidiphila,GCA_000024025.1
5508,T01194,sna,Stackebrandtia nassauensis,GCA_000024545.1
5509,T07203,nav,Natronoglycomyces albus,GCA_016925535.1
5510,T07425,gly,Glycomyces sp. TRM65418,GCA_019710475.1
5511,T01242,ahe,Arcanobacterium haemolyticum,GCA_000092365.1
5512,T06546,arca,Arcanobacterium sp. 2701,GCA_012563545.1
5513,T07205,apho,Arcanobacterium phocisimile,GCA_016904675.1
5514,T01257,mcu,Mobiluncus curtisii,GCA_000196535.1
5515,T03070,tpy,Trueperella pyogenes TP6375,GCA_000612055.1
5516,T03579,tpyo,Trueperella pyogenes TP8,GCA_000816065.1
5517,T05959,tbw,Trueperella bialowiezensis,GCA_900637955.1
5518,T07390,tpec,Trueperella pecoris,GCA_014926385.1
5519,T03214,asg,Actinotignum schaalii,GCA_000724605.1
5520,T05430,actt,Actinobaculum sp. 313,GCA_003073475.1
5521,T04027,amy,Schaalia meyeri,GCA_001262055.1
5522,T05977,soo,Schaalia odontolytica,GCA_005696695.1
5523,T07393,stuc,Schaalia turicensis,GCA_019380255.1
5524,T04083,acq,Actinomyces sp. oral taxon 414,GCA_001278845.1
5525,T04280,aos,Actinomyces oris,GCA_001553935.1
5526,T04288,ard,Actinomyces radicidentis,GCA_001553565.1
5527,T04911,actp,Actinomyces gaoshouyii,GCA_002076915.1
5528,T05279,actc,Actinomyces sp. Chiba101,GCA_002356195.1
5529,T05399,acto,Actinomyces sp. oral taxon 897,GCA_002999235.1
5530,T05566,ane,Actinomyces naeslundii,GCA_002355915.1
5531,T06068,ahw,Actinomyces howellii,GCA_900637165.1
5532,T06433,actz,Actinomyces sp. 432,GCA_009930875.1
5533,T06659,air,Actinomyces israelii,GCA_900637225.1
5534,T06783,asla,Actinomyces slackii,GCA_900637295.1
5535,T06789,avc,Actinomyces viscosus,GCA_900637975.1
5536,T07198,awe,Actinomyces weissii,GCA_016598775.1
5537,T07249,amam,Actinomyces marmotae,GCA_013177295.1
5538,T07562,arep,Actinomyces respiraculi,GCA_014595995.2
5539,T04541,avu,Boudabousia tangfeifanii,GCA_001856685.1
5540,T05752,fsl,Flaviflexus salsibiostraticola,GCA_003952265.1
5541,T05772,flh,Flaviflexus ciconiae,GCA_003971195.1
5542,T06883,wik,Nanchangia anserum,GCA_015240065.1
5543,T06963,fvg,Fannyhessea vaginae,GCA_016026575.1
5544,T00094,blo,Bifidobacterium longum NCC2705,GCA_000007525.1
5545,T00707,blj,Bifidobacterium longum DJO10A,GCA_000008945.1
5546,T00794,bln,Bifidobacterium longum subsp. infantis ATCC 15697 (JGI),GCA_000020425.1
5547,T02092,blon,Bifidobacterium longum subsp. infantis ATCC 15697 (Tokyo),GCA_000269965.1
5548,T01420,blf,Bifidobacterium longum subsp. infantis 157F,GCA_000196575.1
5549,T01240,bll,Bifidobacterium longum subsp. longum JDM301,GCA_000092325.1
5550,T01345,blb,Bifidobacterium longum subsp. longum BBMN68,GCA_000166315.1
5551,T01419,blm,Bifidobacterium longum subsp. longum JCM 1217,GCA_000196555.1
5552,T01845,blk,Bifidobacterium longum subsp. longum KACC 91563,GCA_000219455.1
5553,T02580,blg,Bifidobacterium longum subsp. longum F8,GCA_000210755.1
5554,T03452,blz,Bifidobacterium longum subsp. longum GT15,GCA_000772485.1
5555,T03387,blx,Bifidobacterium longum BXY01,GCA_000730205.1
5556,T00437,bad,Bifidobacterium adolescentis ATCC 15703,GCA_000010425.1
5557,T03260,badl,Bifidobacterium adolescentis 22L,GCA_000737885.1
5558,T03774,bado,Bifidobacterium adolescentis BBMN23,GCA_000817995.1
5559,T00819,bla,Bifidobacterium animalis subsp. lactis AD011,GCA_000021425.1
5560,T00923,blc,Bifidobacterium animalis subsp. lactis Bl-04,GCA_000022705.1
5561,T00924,blt,Bifidobacterium animalis subsp. lactis DSM 10140,GCA_000022965.1
5562,T01840,bbb,Bifidobacterium animalis subsp. lactis BB-12,GCA_000025245.2
5563,T01841,bbc,Bifidobacterium animalis subsp. lactis BLC1,GCA_000224965.2
5564,T01842,bnm,Bifidobacterium animalis subsp. lactis CNCM I-2494,GCA_000220885.1
5565,T01843,blv,Bifidobacterium animalis subsp. lactis V9,GCA_000092765.1
5566,T02079,blw,Bifidobacterium animalis subsp. lactis B420,GCA_000277325.1
5567,T02080,bls,Bifidobacterium animalis subsp. lactis Bi-07,GCA_000277345.1
5568,T02712,bani,Bifidobacterium animalis subsp. lactis Bl12,GCA_000414215.1
5569,T02862,banl,Bifidobacterium animalis subsp. lactis ATCC 27673,GCA_000471945.1
5570,T02047,bni,Bifidobacterium animalis subsp. animalis ATCC 25527,GCA_000260715.1
5571,T03481,banm,Bifidobacterium animalis RH,GCA_000695895.1
5572,T01143,bde,Bifidobacterium dentium Bd1,GCA_000024445.1
5573,T04222,bdn,Bifidobacterium dentium JCM 1195 = DSM 20436,GCA_001042595.1
5574,T01340,bbp,Bifidobacterium bifidum PRL2010,GCA_000165905.1
5575,T01328,bbi,Bifidobacterium bifidum S17,GCA_000164965.1
5576,T02135,bbf,Bifidobacterium bifidum BGN4,GCA_000265095.1
5577,T01844,bbv,Bifidobacterium breve ACS-071-V-Sch8b,GCA_000213865.1
5578,T02534,bbru,Bifidobacterium breve UCC2003,GCA_000220135.1
5579,T03118,bbre,Bifidobacterium breve 12L,GCA_000568955.1
5580,T03119,bbrv,Bifidobacterium breve 689b,GCA_000569055.1
5581,T03120,bbrj,Bifidobacterium breve JCM 7017,GCA_000568975.1
5582,T03121,bbrc,Bifidobacterium breve JCM 7019,GCA_000569015.1
5583,T03122,bbrn,Bifidobacterium breve NCFB 2258,GCA_000569035.1
5584,T03123,bbrs,Bifidobacterium breve S27,GCA_000569075.1
5585,T04525,bbrd,Bifidobacterium breve DSM 20213 = JCM 1192,GCA_001025175.1
5586,T02271,bast,Bifidobacterium asteroides,GCA_000304215.1
5587,T02505,btp,Bifidobacterium thermophilum,GCA_000347695.1
5588,T03236,bcor,Bifidobacterium coryneforme,GCA_000737865.1
5589,T03496,bka,Bifidobacterium kashiwanohense PV20-2,GCA_000800455.1
5590,T04223,bks,Bifidobacterium kashiwanohense JCM 15439 = DSM 21854,GCA_001042615.1
